city,description,formal_name,link,location,name,rank,rating_star,recommend_rate,review_link,review_number,state,tuition_and_fees,undergraduate_enrollment,ci,ci_level,city,contributor,crime_index,dg,dg_level,loc,loc_level,pc,pc_level,pcb,pcb_level,pv,pv_level,safety_index,sd,sd_level,sn,sn_level,university,update,wa,wa_level,wbi,wbi_level,wbm,wbm_level,wbsc,wbsc_level,wcs,wcs_level,whb,whb_level,wtc,wtc_level,pcp_in_Apr,pcp_in_Aug,pcp_in_Dec,pcp_in_Feb,pcp_in_Jan,pcp_in_July,pcp_in_June,pcp_in_Mar,pcp_in_May,pcp_in_Nov,pcp_in_Oct,pcp_in_Sep,tmax_in_Apr,tmax_in_Aug,tmax_in_Dec,tmax_in_Feb,tmax_in_Jan,tmax_in_July,tmax_in_June,tmax_in_Mar,tmax_in_May,tmax_in_Nov,tmax_in_Oct,tmax_in_Sep,tmin_in_Apr,tmin_in_Aug,tmin_in_Dec,tmin_in_Feb,tmin_in_Jan,tmin_in_July,tmin_in_June,tmin_in_Mar,tmin_in_May,tmin_in_Nov,tmin_in_Oct,tmin_in_Sep,university,Bike_Main_Means,Bus_Trolleybus_Main_Means,Bus_Trolleybus_Ride_Bus_Trolleybus,CO2_Emission_Index,Car_Main_Means,Distance_Bus_Trolleybus,Distance_Car,Distance_Overall,Driving_Car_Car,Inefficiency_Index,Motorbike_Main_Means,Overall_Bus_Trolleybus,Overall_Car,Overall_Overall,Time_Exp_Index,Time_Index_in_minutes,Traffic_Index,Train_Metro_Main_Means,Train_Metro_Ride_Bus_Trolleybus,Tram_Streetcar_Main_Means,University,Waiting_Bus_Trolleybus,Walking_Bus_Trolleybus,Walking_Main_Means,Working_from_Home_Main_Means
Atlanta,"Students can begin their education at the school's main location in a suburb of Atlanta, known as Emory College, or at Oxford College, a smaller campus about 40 miles away. This private institution offers about 70 majors in the arts and sciences, as well as degrees in business administration and nursing.",Emory University,https://www.usnews.com/best-colleges/emory-university-1564,"Atlanta, GA",EMORY UNIVERSITY,21,4.9,94%,https://www.usnews.com/best-colleges/emory-university-1564/reviews,16.0,GA,55468.0,7010,72.37,High,"Atlanta, GA",175.0,62.87,70.78,High,74.05,High,69.08,High,59.24,Moderate,66.81,High,37.13,62.57,High,26.3,Low,Emory University,22-Mar,54.36,Moderate,57.12,Moderate,57.51,Moderate,50.89,Moderate,53.24,Moderate,57.65,Moderate,66.52,High,3.74,6.96,6.08,3.72,3.62,5.99,6.36,3.77,5.15,1.32,3.52,3.6,73.5,88.1,64.5,57.9,54.3,88.0,86.0,69.4,79.6,64.2,75.3,82.2,52.3,72.6,47.5,39.5,38.1,71.9,69.2,48.8,59.8,41.5,59.1,65.7,Emory University,1.27%,2.55%,34.75,"9,620.22",83.44%,38.66,28.78,28.16,41.35,237.37,0.00%,70.5,41.53,41.86,"2,205.26",41.86,202.31,6.37%,7.5,0.00%,Emory University,16.75,11.5,3.18%,3.18%
Berkeley,"The University of California?é?Berkeley overlooks the San Francisco Bay in Berkeley, Calif. Students at this public school have more than 1,000 groups to get involved in, including more than 60 fraternity and sorority chapter",University of California--Berkeley,https://www.usnews.com/best-colleges/university-of-california-berkeley-1312,"Berkeley, CA",UNIVERSITY OF CALIFORNIA--BERKELEY,22,4.8,94%,https://www.usnews.com/best-colleges/university-of-california-berkeley-1312/reviews,38.0,CA,44115.0,30980,75.74,High,"Berkeley, CA",34.0,60.54,74.24,High,66.18,High,69.12,High,34.85,Low,61.03,High,39.46,66.91,High,33.09,Low,University of California--Berkeley,22-Feb,58.82,Moderate,73.48,High,63.24,High,34.85,Low,47.06,Moderate,62.5,High,75.74,High,0.1,0.0,6.54,0.98,3.15,0.0,0.0,1.36,0.01,0.86,5.09,0.02,70.3,84.9,53.6,61.5,59,85.4,81.4,62.4,75.9,65.6,71.6,83.3,45.2,59.1,40.0,41.9,41.3,59.3,55.7,40.6,49.8,48.3,50.4,56.8,University of California--Berkeley,0.00%,7.14%,30.0,"5,727.38",57.14%,17.7,18.2,16.73,32.0,126.58,7.14%,52.0,32.88,37.62,"1,020.63",37.62,156.49,14.29%,22.0,0.00%,University of California--Berkeley,,,7.14%,7.14%
Washington,"Georgetown University is the oldest Catholic university in the country. The school's location in Washington, D.C. gives students many opportunities for internships throughout the nation's capital.",Georgetown University,https://www.usnews.com/best-colleges/georgetown-university-1445,"Washington, DC",GEORGETOWN UNIVERSITY,23,4.3,85%,https://www.usnews.com/best-colleges/georgetown-university-1445/reviews,27.0,DC,59957.0,7357,64.81,High,"Washington, DC",168.0,58.84,64.38,High,69.16,High,63.13,High,56.13,Moderate,61.71,High,41.16,65.28,High,36.96,Low,Georgetown University,22-Mar,56.37,Moderate,59.6,Moderate,56.72,Moderate,44.74,Moderate,50.31,Moderate,52.8,Moderate,64.31,High,2.2,9.07,0.63,4.65,1.93,4.24,5.52,3.8,3.77,0.98,3.27,4.04,68.7,89.0,55.7,44.0,45.5,89.5,85.0,61.0,76.4,57.0,74.0,81.7,47.6,72.7,39.5,31.6,31.8,72.2,68.2,41.4,55.7,38.8,58.6,64.7,Georgetown University,7.32%,4.88%,48.75,"8,060.15",64.63%,20.43,29.22,22.67,43.91,234.77,0.00%,66.25,44.17,40.49,"1,759.09",40.49,187.54,10.98%,11.25,0.00%,Georgetown University,1.25,1.25,8.54%,3.66%
Ann Arbor,"The university boasts of Ann Arbor, only 45 minutes from Detroit, as one of the best college towns in the U.S. Freshmen are guaranteed housing but not required to live on campus. Students can join one of the school?é?s more than 1,500 student organizations or 62 Greek chapters. Athletics play a central role at Michigan, including the football team?é?s fierce rivalry with Ohio State. Michigan also offers highly ranked graduate programs, including the Stephen M. Ross School of Business, College of Engineering, Law School and Medical School, in addition to the well-regarded School of Dentistry and Taubman College for Architecture and Urban Planning. The University of Michigan Hospitals and Health Centers is ranked among the top hospitals in the coun",University of Michigan--Ann Arbor,https://www.usnews.com/best-colleges/university-of-michigan-ann-arbor-9092,"Ann Arbor, MI",UNIVERSITY OF MICHIGAN--ANN ARBOR,23,5.0,97%,https://www.usnews.com/best-colleges/university-of-michigan-ann-arbor-9092/reviews,35.0,MI,53232.0,31329,51.85,Moderate,"Ann Arbor, MI",28.0,20.82,28.0,Low,16.96,Very Low,27.88,Low,12.0,Very Low,20.37,Low,79.18,94.44,Very High,73.15,High,University of Michigan--Ann Arbor,22-Jan,21.15,Low,21.88,Low,18.52,Very Low,7.0,Very Low,13.89,Very Low,22.22,Low,25.93,Low,2.43,4.28,2.9,1.06,1.24,4.26,6.45,1.84,2.34,1.55,5.41,5.14,61.6,84.3,43.2,30.5,32.9,81.7,81.4,55.5,69.9,46.6,65.8,76.6,36.8,62.7,27.7,12.1,21.8,60.5,59.9,28.8,44.5,28.8,48.0,53.8,University of Michigan--Ann Arbor,0.00%,15.79%,9.33,"5,588.95",78.95%,2.33,24.25,19.56,26.33,116.17,0.00%,19.0,27.8,25.32,25.36,25.32,115.89,0.00%,,0.00%,University of Michigan--Ann Arbor,5.33,4.33,5.26%,0.00%
Pittsburgh,"Carnegie Mellon University, a private institution in Pittsburgh, is the country?é?s only school founded by industrialist and philanthropist Andrew Carnegie. The school specializes in academic areas including engineering, business, computer science and fine art",Carnegie Mellon University,https://www.usnews.com/best-colleges/carnegie-mellon-university-3242,"Pittsburgh, PA",CARNEGIE MELLON UNIVERSITY,25,4.7,87%,https://www.usnews.com/best-colleges/carnegie-mellon-university-3242/reviews,15.0,PA,58924.0,7073,56.44,Moderate,"Pittsburgh, PA",66.0,38.78,51.69,Moderate,44.32,Moderate,46.09,Moderate,31.03,Low,40.38,Moderate,61.22,76.15,High,54.17,Moderate,Carnegie Mellon University,22-Feb,36.36,Low,35.25,Low,35.16,Low,22.95,Low,26.15,Low,34.62,Low,40.53,Moderate,2.67,6.41,3.46,2.82,2.27,3.0,4.29,3.88,3.09,0.88,3.85,3.93,62.2,83.6,49.1,34.8,35.8,81.9,81.1,56.9,68.9,49.3,67.7,75.7,40.4,65.1,32.8,20.7,24.9,63.2,61.3,32.8,48.2,31.8,51.2,56.8,Carnegie Mellon University,0.00%,11.11%,28.75,"7,883.03",75.00%,10.96,28.85,23.96,37.63,206.75,0.00%,41.0,37.78,37.49,993.27,37.49,172.17,0.00%,,2.78%,Carnegie Mellon University,10.0,2.25,8.33%,2.78%
Charlottesville,"Founded by Thomas Jefferson, the University of Virginia is located in Charlottesville. It?é?s referred to among insiders as Mr. Jefferson?é?s University or simply The University. Only first-year students are required to live on campus, and many upperclassmen live in off-campus apartments or fraternity and sorority houses. Greek life is prominent at UVA with a membership that includes approximately 35 percent of the student body. The Cavaliers, known unofficially as Wahoos or ?é?Hoos, are members of the NCAA Division I Atlantic Coast Conference and are well known for their consistently dominant men?é?s and women?é?s lacrosse teams.UVA?é?s graduate programs include the highly ranked Darden Graduate School of Business, Curry School of Education, School of Engineering and Applied Science, School of Law and School of Medicine. UVA houses one of the 25 remaining original copies of the Declaration of Independence, called a Dunlap Broadside, in its Albert and Shirley Small Special Collections Library. The has its own distinct lingo: The campus is referred to as the ""grounds,"" the central quad is the ""lawn,"" and students are either a first, second, third or fourth year. Former U.S. Senator Edward Kennedy, journalist Katie Couric and former NFL player Tiki Barber all earned degrees from UVA. Famous writer Edgar Allen Poe was forced to leave the school after losing his tuition money to gambling, but his dorm room on the lawn is still preserved and on display for visitors.",University of Virginia,https://www.usnews.com/best-colleges/uva-6968,"Charlottesville, VA",UNIVERSITY OF VIRGINIA,25,4.3,79%,https://www.usnews.com/best-colleges/uva-6968/reviews,29.0,VA,53666.0,17311,55.77,Moderate,"Charlottesville, VA",13.0,32.14,50.0,Moderate,34.62,Low,44.23,Moderate,27.08,Low,30.77,Low,67.86,92.31,Very High,61.54,High,University of Virginia,22-Mar,30.77,Low,35.42,Low,32.69,Low,14.58,Very Low,19.23,Very Low,19.23,Very Low,36.54,Low,3.48,6.64,0.37,4.51,2.38,2.66,3.18,2.04,1.11,0.94,4.91,4.0,68.7,87.9,57.1,44.7,45.7,89.3,84.3,61.1,75.6,57.6,73.1,80.3,43.9,66.7,35.0,28.0,28.1,66.2,62.4,36.7,50.7,33.7,53.0,58.6,University of Virginia,,,,,,,,,,,,,,,,,,,,,University of Virginia,,,,
Los Angeles,"Undergraduates study in the College of Letters, Arts, and Sciences at the University of Southern California, a private school based in Los Angeles. The USC Trojans compete in the NCAA Division I Pac-12 Conference and are particularly competitive in football.",University of Southern California,https://www.usnews.com/best-colleges/university-of-southern-california-1328,"Los Angeles, CA",UNIVERSITY OF SOUTHERN CALIFORNIA,27,4.7,93%,https://www.usnews.com/best-colleges/university-of-southern-california-1328/reviews,32.0,CA,60275.0,19606,58.8,Moderate,"Los Angeles, CA",379.0,50.22,62.67,High,56.97,Moderate,58.85,Moderate,51.04,Moderate,52.43,Moderate,49.78,68.73,High,44.79,Moderate,University of Southern California,22-Mar,44.59,Moderate,46.69,Moderate,44.24,Moderate,32.9,Low,44.88,Moderate,45.59,Moderate,53.72,Moderate,0.0,0.02,8.24,0.02,1.91,0.12,0.0,1.32,0.0,0.0,0.46,0.0,69.1,76.3,62.2,66.9,66.9,75.9,72.1,65.0,68.9,72.3,73.7,75.7,54.8,64.8,48.7,50.0,49.1,65.7,61.8,49.4,58.6,55.8,57.6,62.9,University of Southern California,1.56%,2.08%,40.0,"15,354.53",88.02%,13.52,66.31,61.42,62.76,790.17,1.56%,57.5,63.3,61.07,"17,151.72",61.07,344.06,1.04%,3.75,0.00%,University of Southern California,7.5,6.25,2.60%,3.12%
New York,"New York University?é?s primary campus is located in the lively Greenwich Village neighborhood of Manhattan. NYU is a true city school, with no borders separating a distinct campus from the streets of the Big Apple. Students are guaranteed housing for all four years in the many residence halls throughout Manhattan, but many upperclassmen choose to live off campus in apartments around the city. NYU has a small but active Greek life with more than 30 fraternity and sorority chapters. There are more than 300 student organizations on campus, such as WNYU, the student radio station which streams online and broadcasts on a local FM channel to the university community.NYU is divided into a number of schools and colleges, the largest of which is the College of Arts and Sciences. For those interested in drama or film, the renowned Tisch School of the Arts is the place to go, offering both undergraduate and graduate programs in acting, dance, dramatic writing, film, television and more. Former Tisch students include rectors Martin Scorsese and Spike Lee. Other graduate programs include the highly ranked Stern School of Business; Steinhardt School of Culture, Education, and Human Development; School of Law; School of Medicine; Silver School of Social Work; and Robert F. Wagner Graduate School of Public Service.",New York University,https://www.usnews.com/best-colleges/nyu-2785,"New York, NY",NEW YORK UNIVERSITY,28,5.0,100%,https://www.usnews.com/best-colleges/nyu-2785/reviews,54.0,NY,56500.0,27444,54.69,Moderate,"New York, NY",467.0,47.21,58.14,Moderate,50.51,Moderate,54.75,Moderate,52.73,Moderate,50.17,Moderate,52.79,72.89,High,50.27,Moderate,New York University,22-Mar,45.08,Moderate,52.66,Moderate,46.19,Moderate,37.05,Low,37.42,Low,38.76,Low,46.61,Moderate,2.7,10.32,1.39,5.13,2.31,11.1,2.63,3.41,4.36,1.13,5.26,10.03,63.7,83.9,49.3,39.0,39.7,83.0,82.5,54.1,71.7,52.8,67.9,76.6,45.5,71.2,38.3,29.5,29.9,69.0,66.0,37.6,54.0,39.7,56.1,64.0,New York University,4.20%,4.90%,64.29,"3,024.04",20.98%,26.5,29.6,15.85,42.33,188.28,0.00%,82.57,43.3,42.77,"2,535.54",42.77,161.83,42.66%,7.14,0.00%,New York University,5.57,5.57,20.98%,6.29%
Medford,"Tufts University, located not far from downtown Boston, is comprised of the School of Arts and Sciences, and the School of Engineering that serves both undergraduate and graduate students, and a number of graduate and professional schools, including the highly ranked School of Medicine and Cummings School of Veterinary Medicine. All freshmen and sophomores are required to live on campus. Students can participate in such student groups as cycling, which is a club sport; the Beelzebubs, an all-male a cappella group; and the Geological Society. About half of the student body participates in study abroad programs, and approximately a quarter of students are affiliated with Greek life. Tufts?é?official mascot, Jumbo the elephant, is the only school mascot listed in Merriam-Webster dictionary. Tufts also has a permanent art collection that features works by Pablo Picasso, Andy Warhol and John Singer Sargen",Tufts University,https://www.usnews.com/best-colleges/tufts-university-2219,"Medford, MA",TUFTS UNIVERSITY,28,4.8,94%,https://www.usnews.com/best-colleges/tufts-university-2219/reviews,17.0,MA,63000.0,6114,50.0,Moderate,"Medford, MA",6.0,26.96,33.33,Low,29.17,Low,41.67,Moderate,20.83,Low,20.83,Low,73.04,91.67,Very High,58.33,Moderate,Tufts University,21-Apr,0.0,Very Low,12.5,Very Low,25.0,Low,4.17,Very Low,37.5,Low,25.0,Low,50.0,Moderate,4.58,5.42,3.16,3.2,2.31,11.46,2.48,1.8,4.99,2.31,6.62,6.86,60.3,83.1,44.2,35.7,37,78.9,82.7,51.7,71.3,52.4,65.8,75.8,37.4,64.4,28.0,19.3,21.9,61.2,59.5,27.2,47.2,30.5,46.8,55.7,Tufts University,,,,,,,,,,,,,,,,,,,,,Tufts University,,,,
Santa Barbara,"Located 100 miles up the coast from Los Angeles, the University of California?é?Santa Barbara sits atop cliffs overlooking the Pacific Ocean. Students can get involved in any of the more than 400 clubs and organizations on campus, including a Greek community that comprises about 10 percent of undergraduate students. UCSB provides housing to about 30 percent of students in eight residence halls and several university apartment complexes.The UC Santa Barbara Gauchos compete primarily in the NCAA Division I Big West Conference and are known for their successful women?é?s basketball and men?é?s soccer teams. Non-varsity students can join a club team such as cycling, surfing, rugby or ski and snowboard.UCSB encompasses five schools and colleges, the largest of which is the College of Letters and Science, serving undergraduate and graduate students. Graduate programs at UCSB include the highly ranked College of Engineering. The Gevirtz Graduate School of Education??and Donald Bren School of Environmental Scied Management are other notable graduate schools at UCSB. Undergraduate students can apply for admissions into the College of Creative Studies, which emphasizes focused studies in one of eight disciplines: art, biology, chemistry and biochemistry, computer science, literature, mathematics, music composition or physics. Musician Jack Johnson and actor Michael Douglas both graduated from UCSB.",University of California--Santa Barbara,https://www.usnews.com/best-colleges/university-of-california-santa-barbara-1320,"Santa Barbara, CA",UNIVERSITY OF CALIFORNIA--SANTA BARBARA,28,5.0,100%,https://www.usnews.com/best-colleges/university-of-california-santa-barbara-1320/reviews,28.0,CA,44196.0,23196,47.0,Moderate,"Santa Barbara, CA",25.0,17.45,39.58,Low,11.0,Very Low,28.0,Low,11.46,Very Low,13.0,Very Low,82.55,95.0,Very High,82.0,Very High,University of California--Santa Barbara,22-Mar,13.0,Very Low,17.39,Very Low,9.0,Very Low,7.29,Very Low,3.0,Very Low,29.0,Low,23.0,Low,0.1,0.0,7.78,0.1,5.62,0.02,0.0,1.23,0.01,0.09,1.58,0.0,69.5,84.8,58.1,63.8,63.5,84.7,81.4,61.8,73.6,71.7,73.4,81.0,43.7,56.8,39.5,40.0,40.1,57.5,53.1,38.7,47.0,46.9,48.0,54.6,University of California--Santa Barbara,0.00%,14.29%,7.0,"3,688.00",71.43%,3.0,7.24,6.06,17.6,89.23,0.00%,7.0,17.8,17.0,17,17.0,91.3,0.00%,,0.00%,University of California--Santa Barbara,,,14.29%,0.00%
Gainesville,"The University of Florida is about two miles away from downtown Gainesville, a college town bolstered by the school?é?s more than 50,000 students. The Florida Gators sports teams compete in the NCAA Division I Southeastern Conference, and are supported by mascots Albert and Alberta the Alligators. The Gator football team, which competes in Ben Hill Griffin Stadium ?é?commonly called ""The Swamp"" ?é?is particularly notorious. The team became the namesake of popular sports drink Gatorade in 1965, after freshmen Gators participated in an experiment with the novel beverage. The annual Gator Growl, held each Homecoming weekend, has been called the largest student-run pep rally in the nation. About 15 percent of students are involved in the school?é?s 60-plus fraternities and sororities. Freshmen do not have to live on campus, though more than 75 percent opt to do so. All students can partake in Gator Nights, held every Friday, which offer free late-night entertainment and midnight snacks.The school has well-regarded graduate programs through the Herbert Wertheim College of Engineering, Warrington College of Business, Levin College of Law and the College of Medicine. The university is also integrated with retirement community Oak Hammock, where students can work, complete internships and find mentors. Famous graduates of the University of Florida include home repair television sensation Bob Vila, HeisTrophy winner Steve Spurrier and former U.S. Sens. Bob Graham and Connie Mack.",University of Florida,https://www.usnews.com/best-colleges/university-of-florida-1535,"Gainesville, FL",UNIVERSITY OF FLORIDA,28,4.7,91%,https://www.usnews.com/best-colleges/university-of-florida-1535/reviews,68.0,FL,28658.0,34931,72.22,High,"Gainesville, FL",9.0,47.39,61.11,High,50.0,Moderate,63.89,High,38.89,Low,50.0,Moderate,52.61,69.44,High,55.56,Moderate,University of Florida,21-Mar,41.67,Moderate,33.33,Low,41.67,Moderate,25.0,Low,41.67,Moderate,47.22,Moderate,63.89,High,4.19,9.9,2.44,6.39,0.82,13.26,10.71,3.19,1.09,3.17,2.47,8.98,79.3,89.5,75.2,72.4,67.1,88.7,88.5,76.4,86.4,71.4,83.0,86.9,54.0,74.0,53.8,48.5,43.7,73.3,70.9,52.8,61.2,47.8,61.9,69.7,University of Florida,0.00%,9.09%,30.0,"3,418.40",63.64%,4.02,11.96,9.29,17.71,55.89,0.00%,30.0,17.71,20.9,20.9,20.9,91.41,0.00%,,0.00%,University of Florida,,,18.18%,9.09%
Chapel Hill,"The University of North Carolina?é?Chapel Hill, often referred to as UNC, offers a wide range of student activities. Popular student organizations include The Daily Tarheel, UNC?é?s student newspaper, and WXYC, the student-run radio station. Nearly 20 percent of students are members of Greek life. Chapel Hill, which surrounds UNC, is often considered one of the best college towns in the country, offering music, restaurants and shopping. Almost half of all undergraduates live on campus in one of the residence halls or apartment complexes. The North Carolina Tar Heels are members of the Atlantic Coast Conference and are known for their men?é?s basketball team, which maintains a storied rivalry with nearby institution Duke University and is one of the most successful programs in college basketball. Former players include Michael Jordan and Vince Carter.UNC is divided into a number of schools and colleges, the largest of which is the undergraduate College of Arts and Sciences. Graduate programs include the  ranked Kenan?é?Flagler Business School, School of Education, School of Law, School of Medicine, Gillings School of Global Public Health, School of Social Work, Eshelman School of Pharmacy and School of Government. At least 82 percent of each freshmen class must be from North Carolina, as dictated by state law. Actor and former professional basketball player Rick Fox, the 11th president of the United States James K. Polk, and former U.S. Senator John Edwards all earned degrees from UN",University of North Carolina--Chapel Hill,https://www.usnews.com/best-colleges/unc-2974,"Chapel Hill, NC",UNIVERSITY OF NORTH CAROLINA--CHAPEL HILL,28,4.8,90%,https://www.usnews.com/best-colleges/unc-2974/reviews,22.0,NC,36776.0,19399,66.07,High,"Chapel Hill, NC",14.0,24.86,42.31,Moderate,28.57,Low,35.71,Low,11.54,Very Low,23.21,Low,75.14,91.07,Very High,73.21,High,University of North Carolina--Chapel Hill,21-Sep,17.86,Very Low,17.31,Very Low,14.29,Very Low,10.42,Very Low,10.71,Very Low,23.21,Low,28.57,Low,1.85,4.67,1.58,6.5,4.12,5.8,4.84,3.33,2.16,0.56,2.75,3.67,72.6,88.7,61.6,49.1,49.4,88.0,84.6,64.3,78.3,59.8,75.4,82.3,44.1,67.7,37.6,30.6,29.5,67.2,63.6,39.7,52.0,32.9,52.6,58.6,University of North Carolina--Chapel Hill,0.00%,0.00%,,"9,975.00",100.00%,,41.84,41.84,37.5,196.95,0.00%,,37.5,37.5,996.26,37.5,182.97,0.00%,,0.00%,University of North Carolina--Chapel Hill,,,0.00%,0.00%
Winston-Salem,"Wake Forest University is located in Winston-Salem, North Carolina, just a few hours by car from skiing in the Blue Ridge Mountains or relaxing on the beaches of South Carolina. Campus Recreation offers intramural sports and outdoor trips such as kayaking on the New River, mountain biking and sky-diving. The Demon Deacons, Wake?é?s athletic teams, are members of the NCAA Division I Atlantic Coast Conference. When Wake Forest played rival Duke University??in 1922 and won, a local reporter described the Wake players a""Demon Deacons,"" and thus, the mascot was born. Students must live on campus for six semesters in one of the residence halls. Greek organizations play a big role at Wake Forest, with membership consisting of almost half of the student body.Wake Forest is made up of six schools. Its graduate programs include those in the highly ranked School of Law, School of Business and School of Medicine. Undergraduates are enrolled in either Wake Forest College or the business school. More than 60 percent of students take advantage of Wake?é?s study abroad programs offered in more than 70 countries around the world. Notable alumni include the shortest NBA player of all-time, Muggsy Bogues; legendary golfer Arnold Palmer; and journalist and talk show host Al Hun",Wake Forest University,https://www.usnews.com/best-colleges/wake-forest-2978,"Winston-Salem, NC",WAKE FOREST UNIVERSITY,28,4.9,94%,https://www.usnews.com/best-colleges/wake-forest-2978/reviews,17.0,NC,59770.0,5441,50.0,Moderate,"Winston-Salem, NC",19.0,31.64,44.74,Moderate,31.94,Low,39.47,Low,34.21,Low,36.84,Low,68.36,81.58,Very High,57.89,Moderate,Wake Forest University,22-Jan,25.0,Low,31.58,Low,23.68,Low,14.47,Very Low,21.05,Low,22.37,Low,38.16,Low,1.57,3.63,1.45,5.93,3.13,5.84,3.08,5.08,2.81,0.46,2.19,4.66,71.1,87.5,60.8,48.6,47.8,87.2,83.9,63.3,77.0,59.2,73.9,80.6,43.9,67.1,37.6,31.2,30.1,66.2,62.8,39.3,52.2,33.2,52.8,58.5,Wake Forest University,0.00%,0.00%,,"6,097.54",78.57%,,24.29,20.7,27.09,127.96,0.00%,,28.91,24.62,24.62,24.62,118.98,0.00%,,0.00%,Wake Forest University,,,14.29%,7.14%
